MANIFEST IDENTIFER NUMBER,SHIP NAME,CODE FOR SHIP PORT OF EMBARKATION,SHIP ARRIVAL DATE,NUMBER OF CORRESPONDING PASSENGERS
4138,JAMES H. SHEPHERD,4,09-25-1849,147
4139,E.Z.,4,09-25-1849,226
4141,NOEMIE,4,09-25-1849,225
4142,SHANNON,4,09-26-1849,273
4143,N.H. WOLF,4,09-28-1849,202
4144,BURLINGTON,4,09-26-1849,175
4145,Unknown,171,09-28-1849,18
4146,ANN HARLEY,6,09-28-1849,18
4147,CRESCENT CITY,4,09-27-1849,4
4148,JOHN HANCOCK,4,09-28-1849,312
4149,ISAAC WRIGHT,4,09-27-1849,318
4150,WYANDOTTE,134,09-29-1849,126
4151,ENTERPRIZE,4,10-03-1849,237
4153,FALCON,198,10-22-1849,6
4154,NASCONOMO,4,10-03-1849,227
4155,VICTORIA,67,10-06-1849,1
4159,ROSE,181,10-08-1849,9
4160,MINNESOTA,4,10-08-1849,157
4161,MINERVA,70,10-15-1849,4
4162,BROTHERS,53,10-08-1849,113
4163,HANNAH THORNTON,3,10-02-1849,142
4164,HOTTINGUER,4,10-09-1849,224
4165,MOUNTAINEER,183,10-03-1849,141
4166,GREAT WESTERN,247,10-10-1849,6
4167,ARAB,18,10-06-1849,140
4168,CANADA,188,10-04-1849,35
4169,COLUMBUS,4,10-08-1849,365
4171,MADISON,171,10-17-1849,9
4174,ALBERT,67,11-02-1849,1
4177,YORKSHIRE,4,10-17-1849,360
4178,GUY MANNERING,4,10-12-1849,441
4179,ZELPAH P. BROWN,59,10-10-1849,136
4180,SARAH MARIA,106,10-19-1849,78
4181,DEWITT CLINTON,4,10-15-1849,141
4182,MONTREAL,134,10-15-1849,185
4183,ROSCIUS,4,10-16-1849,313
4184,IVANHOE,4,10-19-1849,256
4185,HINDOSTAN,4,10-17-1849,79
4186,DUCHESS OF KENTS,4,10-22-1849,21
4187,LONDON,61,10-15-1849,19
4189,ATLANTIC,16,10-16-1849,1
4190,CORNELIA,4,10-11-1849,211
4191,ASHBURTON,4,10-18-1849,415
4192,MARGARET EVANS,61,10-19-1849,37
4193,NIAGARA,4,10-20-1849,3
4194,EFFINGHAM,46,10-22-1849,265
4195,CHARLOTTE HARRISON,173,10-31-1849,51
4197,MORTIMER LIVINGSTON,4,10-19-1849,275
4198,WARRIOR,18,10-22-1849,88
4199,VICTORIA,61,10-22-1849,35
4200,ENTERPRIZE,59,10-18-1849,176
4201,METEOR,4,10-22-1849,194
4202,MONTEZUMA,4,10-29-1849,337
4203,CONSTELLATION,4,10-24-1849,836
4205,GERTRUDE,4,10-30-1849,250
4206,KATE,4,10-29-1849,151
4207,BRITISH QUEEN,59,10-30-1849,241
4208,CHAOS,4,10-31-1849,31
4209,ST. GEORGE,4,11-01-1849,306
4211,SIDDONS,4,11-12-1849,331
4212,SARDINIA,4,10-31-1849,202
4213,MARGARET,6,11-02-1849,57
4214,LIVERPOOL,4,11-10-1849,333
4215,MARIA,18,11-05-1849,106
4216,LADY OF THE LAKE,60,11-12-1849,1
4217,ADIRONDACK,4,11-12-1849,30
4218,RAPPAHANOCK,4,11-12-1849,417
4220,DEVONSHIRE,61,11-03-1849,1
4221,HOUGHTON,4,11-13-1849,293
4223,GENERAL SCOTT,59,11-14-1849,113
4224,AMERICA,4,11-17-1849,2
4225,COLUMBUS,4,11-21-1849,420
4226,DENMARK,4,11-14-1849,39
4227,MARGARET,18,11-16-1849,133
4228,MARIA,182,11-19-1849,1
4230,CORA LINN,6,11-19-1849,38
4231,CORSAIR,60,11-27-1849,6
4233,AMERICAN EAGLE,61,11-26-1849,5
4234,JAVA,4,11-28-1849,188
4235,INDIAN QUEEN,61,11-05-1849,75
4236,WM. H. HARBECK,4,11-26-1849,345
4237,JOSEPHINE,18,11-30-1849,214
4238,Unknown,6,11-30-1849,14
4240,MEDOMACK,4,12-01-1849,234
4241,WATERLOO,4,12-03-1849,292
4242,MARMION,4,12-04-1849,291
4243,L.Z.,4,12-03-1849,252
4244,DEBORAH,4,12-04-1849,161
4245,PATRICK HENRY,4,12-05-1849,284
4246,GREAT WESTERN,247,12-10-1849,10
4247,NEW YORK,4,12-18-1849,340
4248,WESTMINSTER,61,12-10-1849,24
4249,ADMIRAL,4,12-06-1849,262
4250,ABEONA,4,12-07-1849,304
4251,MINERVA,70,12-06-1849,4
4252,CENTURION,4,12-12-1849,626
4253,JANE GOWDIE,61,12-18-1849,15
4255,PHILADELPHIA,4,12-31-1849,565
4256,JANET,53,12-20-1849,115
4257,HIBERNIA,4,12-18-1849,5
4258,Unknown,4,01-14-1850,253
4259,QUEEN OF THE WEST,4,12-17-1849,385
4260,OREGON,4,12-19-1849,78
4261,WISCONSIN,4,01-02-1850,200
4262,LADY MILTON,59,01-02-1850,230
4264,ALBION,35,01-03-1850,144
4265,CONSTITUTION,4,01-09-1850,258
4266,CAMBRIDGE,4,01-09-1850,223
4267,SHERIDAN,4,01-09-1850,367
4268,SOUTHHAMPTON,61,01-09-1850,48
4270,JOHN R. SKIDDY,4,01-09-1850,243
4271,J.Z.,4,01-10-1850,251
4272,JAS H. SHEPHERD,4,01-12-1850,203
4273,YORKTOWN,61,01-10-1850,66
4274,OHIO,6,01-10-1850,28
4275,ANDREW FOSTER,4,01-11-1850,453
4276,BROOKSBY,6,01-12-1850,137
4277,LADY HOBART,4,01-12-1850,267
4278,GARRICK,4,01-12-1850,258
4279,OXFORD,4,01-12-1850,222
4281,ST. PATRICK,4,01-12-1850,275
4284,SIR WM. MOLESWORTH,247,01-16-1850,192
4285,NEW WORLD,4,01-15-1850,170
4286,A.Z.,4,01-14-1850,226
4287,HYNDEFORD,6,01-15-1850,39
4289,ENTERPRISE,4,01-15-1850,202
4290,IVANHOE,4,01-15-1850,299
4292,VANDALIA,4,01-17-1850,168
4293,FIDELIA,4,01-17-1850,261
4294,SARAH,151,01-15-1850,345
4295,ANN KENNY,4,01-18-1850,179
4296,JOHN MARSHALL,61,01-18-1850,4
4298,HEATHER BELL,134,01-20-1850,137
4300,LIBERTY,6,02-11-1850,11
4303,JANE BLACK,134,01-28-1850,245
4304,SHENNON,4,02-20-1850,392
4305,WEST POINT,4,02-13-1850,133
4306,ROSCIUS,4,02-15-1850,196
4307,LONDON,61,02-18-1850,19
4308,SILAS GREENMAN,4,02-22-1850,194
4309,IDA KISS,149,01-10-1850,104
4310,SARAH PARKER,53,01-14-1850,150
4311,NAOMI,4,01-23-1850,233
4312,JAMES DRAKE,4,02-25-1850,85
4313,ANN HARLEY,6,02-25-1850,1
4314,MARGARET EVANS,61,02-23-1850,10
4315,IOWA,6,03-01-1850,15
4316,CATHERINE,4,02-22-1850,246
4317,ST. GEORGE,4,03-01-1850,166
4318,HENDRIK HUDSON,61,02-22-1850,1
4319,MONTEZUMA,47,02-16-1850,2
4320,ISAAC WRIGHT,4,02-23-1850,154
4321,EUROPA,4,04-06-1850,8
4322,M. STURAT ELPHINSTON,6,02-25-1850,21
4323,EXCELSIOR,4,03-12-1850,171
4324,SIR HENRY POTTINGER,18,03-01-1850,179
4327,SWITZERLAND,61,03-13-1850,4
4328,COLUMBUS,4,02-25-1850,372
4329,COLUMBIA,4,04-05-1850,320
4330,BRYAN ABBS,134,03-07-1850,126
4331,CONSTELLATION,4,03-08-1850,300
4332,JAMESTOWN,4,03-11-1850,314
4333,ASHBURTON,4,03-12-1850,319
4335,ABERDEEN,4,03-13-1850,259
4336,GERTRUDE,4,03-15-1850,269
4337,JOHN CURRIER,4,03-16-1850,260
4338,KATE HUNTER,4,03-16-1850,246
4339,DAVID CANNON,4,01-14-1850,595
4340,DEWITT CLINTON,4,02-25-1850,265
4341,MARMION,4,03-20-1850,262
4342,YORKSHIRE,4,02-21-1850,181
4344,JACOB A. WESTERVELT,4,03-20-1850,430
4346,MONTEZUMA,4,03-11-1850,347
4347,WM. H. HARBECK,4,03-20-1850,310
4348,EMPIRE STATE,4,01-14-1850,537
4349,EUROPA,61,02-11-1850,3
4351,OHIO,229,03-26-1850,1
4353,RHEIN,4,03-22-1850,267
4355,LIVERPOOL,4,04-03-1850,296
4356,SIDDONS,4,04-04-1850,331
4357,JAMES WRIGHT,4,04-05-1850,149
4358,ELIZA HELEN,193,04-06-1850,2
4359,SAMUEL CAMPBELL,199,04-06-1850,4
4360,WESTMINSTER,61,04-08-1850,19
4361,AMERICAN EAGLE,61,03-23-1850,5
4362,COLONIST,4,04-08-1850,201
4363,ROSANNA,261,04-01-1850,8
4366,GUY MANNERING,4,04-08-1850,432
4367,EMPIRE CITY,270,04-08-1850,9
4368,WASHINGTON,4,04-08-1850,489
4369,PATRICK HENRY,4,04-08-1850,274
4373,WATERLOO,4,04-08-1850,312
4374,TICONDEROGA,4,04-08-1850,371
4375,STAR OF THE WEST,4,04-13-1850,341
4376,NISIDI STEWART,46,04-08-1850,240
4377,CENTURION,4,04-13-1850,421
4378,VANGUARD,4,05-27-1850,254
4379,PRINCETON,4,04-19-1850,430
4380,OHIO,17,04-24-1850,1
4381,BELLOND,52,04-17-1850,36
4382,INDUSTRY,59,04-19-1850,226
4383,QUEEN OF THE WEST,4,04-13-1850,409
4384,MARY RUSSELL,134,05-27-1850,93
4385,MARY MORRIS,6,04-24-1850,14
4386,CITY OF GLASGOW,6,05-04-1850,101
4387,ALBERT GALLATIN,4,01-09-1850,371
4388,YORKSHIRE,4,05-27-1850,295
4389,MOUNTAINEER,183,05-18-1850,156
4390,JOHN HANCOCK,4,04-09-1850,255
4391,MONMOUTH,112,05-18-1850,1
4393,JOHN HAMILTON,4,05-22-1850,328
4394,LADY COLEBROOKE,6,05-27-1850,52
4395,HENRY,61,05-27-1850,193
4396,ADAM CARR,6,04-22-1850,110
4397,EMIGRANT,4,04-25-1850,204
4398,ATLAS,4,05-27-1850,312
4400,DANUBE,4,04-13-1850,266
4401,AMERICA,4,04-09-1850,427
4408,CHAOS,4,04-22-1850,198
4409,WM. D. SEWELL,4,04-11-1850,280
4410,MANHATTAN,4,04-09-1850,745
4411,PHILADELPHIA,4,04-23-1850,517
4412,WABAN,4,04-10-1850,280
4413,ASHLAND,46,04-20-1850,149
4414,MISSISSIPPI,61,04-20-1850,142
4415,GLADIATOR,61,04-22-1850,2
4416,JOSEPHINE,4,04-22-1850,192
4417,CORA LINN,6,04-22-1850,18
4418,LONDON,106,04-22-1850,148
4419,DROMAHAIR,106,04-26-1850,150
4420,CORNELIA,4,04-27-1850,169
4421,NEW YORK,4,04-30-1850,348
4422,HAITI,122,04-25-1850,1
4423,MONTEZUMA,49,04-25-1850,10
4424,CELESTE,134,04-23-1850,121
4425,ELIZA,50,05-17-1850,84
4426,NIAGARA,4,05-09-1850,18
4427,NEW HAMPSHIRE,4,04-25-1850,249
4429,MARGARET,162,05-01-1850,13
4430,EDWARD,46,05-01-1850,124
4431,UNDINE,134,04-26-1850,98
4442,BROTHERS,179,05-02-1850,1
4445,JAMES FAGAN,59,05-06-1850,233
4446,SWITZERLAND,4,04-29-1850,205
4447,HARMONIA,6,05-04-1850,11
4448,CHINA,4,05-04-1850,232
4449,ANNIE,18,05-17-1850,232
4450,ENTERPRISE,4,05-13-1850,272
4451,NORWAY,4,05-08-1850,142
4452,NEW WORLD,4,05-17-1850,369
4453,INDUSTRY,106,04-30-1850,133
4454,NAOMI,4,05-27-1850,263
4458,AFGHAN,4,04-25-1850,226
4460,ADONIA,116,05-09-1850,1
4461,ALBERT GALLATIN,4,05-10-1850,714
4462,AMERICAN EAGLE,61,07-29-1850,13
4463,A.Z.,4,05-17-1850,135
4464,HESPERUS,18,05-08-1850,147
4465,ANDREW FOSTER,4,05-16-1850,283
4466,EUGENIA,140,05-08-1850,3
4467,ABBY LAND,4,05-07-1850,210
4468,SOUTHHAMPTON,61,05-11-1850,1
4469,SARAH PARKER,53,07-12-1850,133
4470,MARCHIONESS OF BUTE,53,05-15-1850,248
4472,KATE HOWE,4,05-14-1850,112
4473,WILLIAN RATHBONE,4,05-14-1850,358
4475,WATTROW,46,05-17-1850,118
4477,CAMBRIDGE,4,05-17-1850,302
4478,WATERFORD,50,05-16-1850,119
4479,CONSTITUTION,4,05-11-1850,628
4480,EL DORADO,61,05-16-1850,109
4481,BROTHERS,53,05-20-1850,205
4482,ORONOCO,50,05-20-1850,193
4483,FIDELIA,4,05-11-1850,367
4484,ANNONDALE,4,05-20-1850,267
4485,ROSCIUS,4,05-13-1850,263
4486,SIR HARRY SMITH,6,05-18-1850,20
4487,FIDES,4,10-29-1850,213
4488,EMPIRE STATE,268,12-26-1849,1
4489,EMPIRE STATE,4,05-18-1850,633
4490,CHARLES CROOKER,4,05-14-1850,321
4491,NIAGARA,4,05-14-1850,256
4492,CAMBRIA,4,05-02-1850,15
4493,NESTORIAN,4,05-04-1850,231
4494,FANNY,3,05-01-1850,163
4497,CHARLES CROCKER,4,10-16-1850,448
4498,MASONIC,4,05-13-1850,168
4499,ANNA TIFT,4,05-01-1850,279
4501,DELAWARE,4,05-13-1850,35
4502,IVANHOE,4,05-13-1850,301
4503,GRACE MCNEA,4,05-07-1850,258
4504,ADALINE,61,07-12-1850,231
4505,ELLEN,4,07-13-1850,436
4507,ELIZABETH,59,05-17-1850,122
4508,LIVING AGE,4,05-14-1850,289
4510,OPHELIA,4,05-14-1850,234
4511,HUGUENOT,4,05-14-1850,270
4512,YORKTOWN,61,05-17-1850,2
4513,BRITISH QUEEN,3,05-18-1850,96
4514,DOWNES,50,05-17-1850,98
4515,Unknown,159,05-18-1850,1
4517,ANN MOORE,134,05-18-1850,110
4518,ATALANTA,232,05-17-1850,129
4519,ATALANTA,4,05-13-1850,219
4520,AMBASSADRESS,4,05-14-1850,307
4521,WARREN,6,05-18-1850,35
4523,M. HAWES,18,05-22-1850,159
4524,DEVON,4,05-15-1850,260
4525,PRINCESS VICTORY,134,05-21-1850,96
4526,ACME,4,05-18-1850,381
4527,ELIZA ANN,4,05-18-1850,242
4528,ALERT,50,05-20-1850,182
4529,HANNAH KERR,3,05-21-1850,230
4530,HIGHLAND MARY,61,05-21-1850,141
4531,CHARLES RICHARD,134,05-21-1850,99
4535,FALCON,60,05-18-1850,14
4536,VICTORIA,61,05-18-1850,12
4537,BRITISH QUEEN,59,05-18-1850,250
4538,JAS H. SHEPHERD,4,05-20-1850,155
4539,WESTERN WORLD,4,05-20-1850,475
4540,COLUMBINE,61,05-18-1850,241
4541,POLLY,134,05-18-1850,132
4542,WEST POINT,4,05-20-1850,151
4543,ADLER,6,05-20-1850,64
4544,ABEONA,4,05-20-1850,229
4545,GEORGE,4,05-20-1850,218
4546,HYNDEFORD,6,05-23-1850,80
4547,HELENA,52,05-20-1850,108
4548,POLYNESIA,134,05-23-1850,131
4549,ACADIA,4,05-28-1850,16
4550,FOREST QUEEN,4,05-21-1850,48
4551,RIVERDALE,4,05-28-1850,279
4552,ROLLA,59,05-27-1850,124
4553,GIPSEY,4,05-18-1850,315
4554,LETITIA HYNE,4,05-24-1850,37
4555,NEPTUNIS,18,05-22-1850,146
4556,GUY MANNERING,4,05-28-1850,674
4557,MARY WARD,4,05-23-1850,261
4558,BROOKSBY,6,05-17-1850,237
4561,INDEPENDENCE,61,05-20-1850,3
4563,DUKE,4,05-21-1850,201
4564,MISSISSIPPI,6,05-21-1850,250
4565,DEWITT CLINTON,4,05-26-1850,292
4566,DEVONIA,52,05-25-1850,127
4567,CIRCASSIAN,6,05-22-1850,114
4568,SIR WM. MOLESWORTH,6,05-25-1850,84
4569,ABEONA,4,05-23-1850,282
4572,CLARENCE,35,05-23-1850,131
4573,FORESTAL,50,05-23-1850,94
4574,ANNA MARIA,134,05-24-1850,78
4575,EUPHEMIA,4,05-31-1850,127
4576,QUEEN,46,05-30-1850,113
4577,FRANCONIA,6,05-29-1850,27
4578,WOLFVILLE,18,05-23-1850,168
4579,WAVE,59,05-25-1850,232
4580,ISAAC WEBB,4,05-25-1850,667
4582,SCOTLAND,4,05-25-1850,381
4584,WILLIAM,273,05-30-1850,202
4585,EUROPA,4,05-23-1850,6
4586,NANCY,35,05-28-1850,91
4587,ODESSA,59,05-28-1850,146
4588,MARY HALE,4,05-24-1850,182
4589,HERCULES,4,05-25-1850,258
4592,WARRIOR,18,05-28-1850,98
4599,MARTHA KINSMAN,0,05-29-1850,6
4601,CANADA,4,05-30-1850,272
4602,STELLA,18,06-03-1850,178
4603,OHIO,6,06-07-1850,165
4604,IRWIN,35,05-30-1850,256
4605,WYANDOTTE,134,06-19-1850,144
4606,DEFENCE,4,06-15-1850,203
4607,SILAS GREENMAN,4,06-05-1850,366
4608,LONDON,4,06-04-1850,275
4612,AMERICA,188,06-06-1850,3
4615,MARIA BRENNAN,134,06-08-1850,101
4616,M.STEWART ELPHINSTON,6,06-07-1850,51
4618,JULIET,50,06-10-1850,71
4620,PHELINA,4,06-08-1850,137
4621,HANNAH,134,06-07-1850,65
4622,SHANNON,4,06-07-1850,248
4623,TRIUMPH,134,06-11-1850,97
4624,CLUTHA,6,06-08-1850,102
4625,ATLANTIC,4,06-10-1850,35
4626,CONQUEROR,4,06-11-1850,156
4629,D.B.,148,06-12-1850,10
4645,OREGON,4,06-29-1850,287
4646,MARION,46,06-08-1850,166
4647,RELIANCE,18,06-14-1850,131
4648,WM. MILES,46,06-26-1850,165
4650,ARABIAN,18,06-29-1850,214
4658,MARCH. OF CLYSDALE,173,06-25-1850,87
4667,BRITISH QUEEN,134,06-26-1850,139
4668,CITY OF GLASGOW,6,06-29-1850,21
4669,ANN HARLERY,3,07-09-1850,148
4671,AEOLIUS,4,06-26-1850,440
4672,ELIZA MORRISON,4,07-06-1850,274
4673,ABERDEEN,4,06-29-1850,258
4674,COLUMBUS,4,06-29-1850,661
4675,HOME,4,07-01-1850,285
4676,HARRIETT,134,07-06-1850,82
4678,ELLERSLIE,4,06-25-1850,217
4679,ESMERALDA,4,07-01-1850,258
4680,MARY HALE,4,06-24-1850,265
4681,ISAAC WRIGHT,4,07-01-1850,380
4682,AMY,61,07-01-1850,218
4683,LEANDER,3,06-27-1850,86
4687,CONSTELLATION,4,07-02-1850,644
4690,ASBURTON,4,07-03-1850,386
4691,WAVERLY,59,07-06-1850,183
4692,MONTEZUMA,4,07-09-1850,319
4693,LEVIATHAN,46,07-09-1850,99
4694,MARMION,4,07-12-1850,239
4695,JAMESTOWN,4,07-03-1850,287
4696,STAR OF THE WEST,4,07-12-1850,278
4697,BERLIN,134,07-10-1850,128
4698,SHOODIAC,4,07-05-1850,292
4699,PRINCESS ALICE,4,07-12-1850,225
4700,LADY SALE,4,07-09-1850,259
4701,ROCKAWAY,4,07-12-1850,278
4702,HOPEWELL,134,07-05-1850,126
4703,EXCELSIOR,4,07-03-1850,249
4705,MARTHAS VINEYARD,6,07-05-1850,41
4707,FINGAL,4,07-06-1850,331
4708,SPEED,173,07-08-1850,223
4709,AMELIA,46,07-08-1850,205
4710,LIBERTY,6,07-13-1850,73
4711,JACOB A. WESTERVELT,4,07-14-1850,343
4712,ALFRED,46,07-09-1850,108
4713,MESSENGER,4,07-09-1850,107
4715,BARCO,134,07-10-1850,120
4716,BRIERLY HILL,134,07-11-1850,113
4719,HELEN MCGAW,4,07-11-1850,231
4720,BARON VEY,46,07-12-1850,162
4721,H.H. BOODY,4,07-13-1850,274
4722,MARY ANN GANN,134,07-15-1850,97
4724,ROBERT,4,07-12-1850,278
4725,WATERHEN,6,07-15-1850,123
4727,LORD LONDON,59,07-15-1850,248
4729,OLIVE BRANCH,4,07-15-1850,166
4731,LIVERPOOL,4,07-16-1850,298
4733,FLORENTIA,6,07-18-1850,20
4734,LADY HOBART,4,07-18-1850,254
4735,ARGYLE,18,07-15-1850,153
4736,ST. GEORGE,4,07-15-1850,287
4737,QUEEN PORNANE,4,07-15-1850,271
4739,CHARLES CHALONER,4,07-15-1850,311
4740,CENTURIAN,4,07-18-1850,249
4741,GUY MANNERING,4,07-22-1850,224
4742,STANDARD,18,07-16-1850,218
4743,SARAH MILLEDGE,35,07-17-1850,157
4745,HOPE,46,08-06-1850,83
4746,UNIVERSE,4,07-23-1850,319
4747,GARLAND GROVE,61,08-01-1850,174
4748,COLUMBIA,4,07-24-1850,425
4750,JNO. MCKENZIE,4,07-15-1850,302
4751,WICKERMUNDE,4,08-05-1850,11
4752,SARAH,6,07-19-1850,37
4753,CATHERINE,4,07-15-1850,208
4754,AMERICA,4,07-24-1850,336
4755,TICONDEROGA,4,08-06-1850,399
4756,VICTORY,18,07-18-1850,177
4757,WATERLOO,4,07-31-1850,266
4758,MANHATTAN,4,08-19-1850,762
4759,HENRY CLAY,4,07-19-1850,486
4760,JAMES WRIGHT,6,08-16-1850,303
4763,E.Z.,4,07-25-1850,196
4764,EQUATOR,4,08-16-1850,263
4766,PATRICK HENRY,4,07-24-1850,251
4767,JANE,4,07-29-1850,308
4768,SIR HENRY POTTINGUER,4,07-31-1850,230
4769,PRINCETON,4,08-14-1850,334
4770,GARRICK,4,08-01-1850,310
4776,SIDDONS,4,08-19-1850,339
4777,INFANTA,4,07-29-1850,288
4778,CAROLINE NESMITH,4,08-16-1850,130
4780,ALBERT GALLATIN,4,08-24-1850,362
4782,KINGSTON,59,08-02-1850,104
4783,VANGUARD,4,08-24-1850,168
4785,ANN AND GUSTAV,134,08-12-1850,98
4786,IVANHOE,4,08-26-1850,259
4787,F.J. BROGNARD,181,08-05-1850,59
4788,HUDSON,6,08-12-1850,64
4790,BOADICIA,4,08-24-1850,321
4791,NICHOLAS SMIRK,134,08-10-1850,113
4792,JULIA HEYN,18,08-12-1850,163
4793,PACIFIC,4,08-12-1850,6
4796,PATRICK HENRY,18,08-08-1850,178
4797,L.Z.,4,08-27-1850,174
4798,CLARE,134,08-23-1850,114
4804,AMALIA,46,08-16-1850,120
4805,RICHARD ALSOP,4,08-20-1850,236
4806,WASHINGTON,4,08-23-1850,572
4807,IOWA,6,08-16-1850,112
4808,ORWELLA LASS,35,08-16-1850,93
4811,QUEEN OF THE WEST,4,08-15-1850,269
4812,FANNY,3,08-22-1850,170
4818,MARTHA WARD,4,08-29-1850,174
4819,COROMET,59,08-20-1850,315
4820,NEW YORK,4,09-02-1850,337
4821,CHANCE,6,09-02-1850,42
4822,ANDREW FOSTER,4,09-02-1850,249
4824,HARMONIA,6,08-23-1850,49
4825,MARY MORRIS,6,08-24-1850,34
4826,Unknown,6,09-02-1850,64
4827,JULIE,46,09-06-1850,107
4829,ENTERPRIZE,4,09-02-1850,137
4830,WEST POINT,4,09-02-1850,138
4831,NIAGARA,4,09-12-1850,302
4832,YEOMAN,4,09-03-1850,300
4834,WILLIAM D. SEWALL,4,09-05-1850,220
4835,SARDINIA,4,09-20-1850,273
4836,DEWITT CLINTON,4,09-18-1850,217
4839,CELESTE,134,09-04-1850,130
4840,RAPPAHANNOCK,4,09-05-1850,36
4843,ROSCIUS,4,09-18-1850,344
4846,SARAH,134,09-06-1850,109
4847,CAMBRIDGE,4,09-18-1850,279
4848,EMPIRE ESTATE,4,09-16-1850,305
4849,MINNESOTA,4,09-14-1850,285
4856,FREDERICK,4,09-09-1850,31
4857,ASHLAND,283,09-25-1850,244
4858,JOHN FIELDEN,4,09-06-1850,293
4860,FIDELIA,4,09-07-1850,269
4861,CONSTITUTION,4,09-13-1850,256
4862,SAGE,4,09-17-1850,175
4863,WARREN,6,09-17-1850,35
4864,WILLIAM WIRT,4,09-19-1850,301
4865,PLANTER,134,09-27-1850,92
4867,A.Z.,4,09-20-1850,233
4868,WASDALE,134,09-18-1850,82
4869,CASTILLIAN,4,09-15-1850,300
4871,HUNGARIAN,4,09-05-1850,578
4872,EMMA FIELDS,4,09-17-1850,362
4874,INDUSTRY,59,09-19-1850,222
4875,NEW ENGLAND,4,09-20-1850,335
4876,ELLEN FORRESTAL,134,09-19-1850,94
4877,SANDUSKY,4,09-19-1850,127
4878,PERSEVERANCE,59,09-24-1850,219
4879,ISAAC WEBB,4,10-06-1850,788
4881,HANCOCK,4,09-21-1850,301
4883,NEW WORLD,4,09-27-1850,404
4884,EXCELSIOR,4,09-20-1850,466
4885,ELLEN MARIA,4,10-10-1850,319
4886,CONSTELLATION,4,10-02-1850,904
4887,ASHBURTON,4,10-10-1850,398
4891,WILLIAM RATHBONE,4,09-30-1850,406
4892,AMAZON,50,10-01-1850,147
4893,STAR OF THE WEST,4,10-01-1850,359
4894,WESTERN WORLD,4,10-01-1850,467
4897,YORKSHIRE,4,10-02-1850,234
4898,JAMES H. SHEPHERD,4,10-02-1850,187
4899,SILAS FREEMAN,4,10-02-1850,385
4900,ATLAS,4,10-02-1850,387
4901,BROOKSBY,6,10-02-1850,77
4903,VICTORIA,61,10-02-1850,12
4904,ODESSA,59,10-08-1850,148
4905,OLIVE,284,10-11-1850,3
4908,ANNA MARIA,134,10-15-1850,78
4909,ATLANTA,59,10-21-1850,149
4911,JACOB A. WESTERVELT,4,10-09-1850,479
4912,SHANNON,4,10-09-1850,304
4913,LYDIA,6,10-02-1850,78
4914,REPUBLIC,4,10-21-1850,143
4916,SCARGO,4,10-12-1850,208
4920,CARACK,4,10-09-1850,318
4922,MORO,6,10-09-1850,47
4923,FRANCHISE,4,10-12-1850,286
4924,COLUMBUS,4,10-11-1850,479
4926,AMARANTLE,4,10-21-1850,240
4927,WILLIAM PATTON,4,10-15-1850,460
4928,WILLIAM,292,10-17-1850,214
4929,DROMAHAIR,106,10-12-1850,142
4930,LADY PEEL,134,10-17-1850,226
4931,DELPHIN,35,10-12-1850,123
4932,CENTURION,4,10-12-1850,334
4933,GARLAND,46,10-22-1850,156
4935,DOWNES,35,10-24-1850,118
4937,LINDEN,106,10-16-1850,134
4939,TUSCANY,46,10-16-1850,110
4940,MARGARET EVANS,61,10-22-1850,1
4941,ACTRESS,61,11-09-1850,151
4942,FOREST QUEEN,4,10-28-1850,424
4943,WARRIOR,18,10-29-1850,108
4944,MARMION,4,10-24-1850,209
4946,ANNA TIFT,4,10-28-1850,307
4949,OHIO,6,10-23-1850,173
4951,LIVERPOOL,4,10-30-1850,287
4952,WILLIAM HITCHCOCK,4,10-30-1850,230
4953,MONTEZUMA,4,10-25-1850,405
4954,AVALANCHE,4,10-21-1850,50
4956,ESMERALDA,4,10-28-1850,327
4957,LADY FRANKLIN,4,10-31-1850,499
4958,MARTHAS VINEYARD,6,11-02-1850,26
4959,ONWARD,4,11-23-1850,295
4961,JNO. HENRY,4,11-01-1850,242
4962,ISAAC WRIGHT,4,11-01-1850,458
4963,ST. GEORGE,4,11-01-1850,289
4964,LIVERPOOL,4,11-01-1850,204
4965,BUENA VISTA,6,11-02-1850,116
4968,UNIVERSE,4,11-06-1850,501
4969,HYNDEFORD,6,11-04-1850,74
4970,PATRICK HENRY,4,11-06-1850,290
4971,MARRONA,112,11-06-1850,2
4972,LADY MILTON,59,11-07-1850,235
4973,ZARETAN,52,11-07-1850,46
4974,PHELINA,4,11-07-1850,228
4975,BRITISH QUEEN,59,11-07-1850,242
4976,EDINBURGH,4,11-07-1850,65
4977,PESSORE,4,11-29-1850,193
4978,ELLEN,50,11-08-1850,94
4979,AMERICA,4,11-07-1850,402
4980,BROTHERS,53,11-09-1850,152
4981,NAT. KIMBELL,4,11-07-1850,290
4982,ELIZABETH HAMILTON,4,11-09-1850,264
4983,LOCHMABEN CASTLE,4,11-11-1850,335
4984,WAVE,4,11-09-1850,244
4985,GARRICK,4,11-11-1850,331
4987,VELOCITY,50,11-11-1850,73
4988,PRINCETON,4,11-11-1850,360
4989,HENRY CLAY,4,11-13-1850,527
4991,ST. CHARLES,4,11-14-1850,314
4992,JAMES WRIGHT,4,11-25-1850,330
4993,COLUMBIA,4,11-18-1850,447
4994,QUEEN OF THE WEST,4,11-19-1850,400
4995,GEORGETURNER,149,11-07-1850,12
4996,CHILD HAROLD,17,11-16-1850,1
